Q,A,label
남의 눈을 너무 신경써,성격이 그럴 수도 있으니 이해해주세요.,0
남의 일 도와줘야 할까,해주고 티를 팍팍 내세요.,0
남의 차 긁었어 내 돈,속 쓰리겠어요.,0
남이 걷지 않는 길을 가려고 해,누구나 몰려가는 줄에 설 필요는 없어요.,0
남자인지 여자인지 알려줘,아직 모르겠어요.
낭만이 사라진 것 같아,낭만적인 거 좋아하시는구나!,0
낭만이 없어,낭만적인 거 좋아하시는구나!,0
낭만이라고는 없어가지구,낭만적인 거 좋아하시는구나!,0
내 능력이 너무 모자라,자신의 잠재력을 믿어보세요.,0
내 마음을 알아줬으면,말을 해야 알거예요.,0
내 마음을 좀 알아 달라고,말을 해야 알거예요.,0
내 몸이 여러 개 였으면 좋겠다,그러면 못할 게 없겠네요.,0
내 문제는 뭘까,고민만 한다는 것 아닐까요.,0
내 문제점이 뭘까,고민만 한다는 것 아닐까요.,0
내 사수 너무 깐깐해,처음 배우는게 중요해요.,0
내 생각대로 살거야,누구나 몰려가는 줄에 설 필요는 없어요.,0
내 생각이랑 다른 사람 생각이 진짜 다르다는 걸 느껴,그걸 깨닫다니 대단하시군요.,0
내 성격 너무 소심해,꼼꼼한 거예요.,0
내 스타일 아니던데,새로운 스타일 도전해 보시면 어때요?,0
내 스타일 아니야,새로운 스타일 도전해 보시면 어때요?,0
내 실력 좀 쩌는 듯,동감이에요.,0
내 얼굴이 읽히나,포커페이스를 유지해보세요.,0
내 외모 맘에 안들어,자신감을 가져도 돼요.,0
내 월급만 안 올라,자신의 능력이 저평가되어있는 건 아닌지 확인해보세요.,0
내 의견 좀 존중해 줬으면,스스로도 존중해주세요.,0
내 의견을 존중해줬으면,스스로도 존중해주세요.,0
내 의지는 상관없나봐,가장 중요한 거예요.,0
내 의지로 안되는 일인가봐,가장 중요한 거예요.,0
내 이름이 없어,확인해달라고 해보세요.,0
내 인생 답 없어,정답을 찾아야할 필요는 없어요.,0
내 인생은 가시밭길 같아,꽃길만 걷길 바랍니다.,0
내 인생의 주인공은 나야,멋진 말이에요.,0
내 일 아닌데 해야 돼?,해주고 티를 팍팍 내세요.,0
내 자존감,당신은 태어난 그 자체만으로 축복과 사랑을 받을 자격이 있는 사람이에요.,0
내 잘못이 뭔지 모르겠어,모르는 게 잘못인 거 같아요.,0
내 잘못인 거 같은데 말을 못하겠어,사과할 타이밍을 놓치지 마세요.,0
내 잘못인 거 같은데 어떻게 털어놓지,사과할 타이밍을 놓치지 마세요.,0
내 주제를 모르고 덤빈건가,그건 아닐 거예요.,0
내 지인한테 내 험담했대,진짜 나빴네요.,0
내 집이 생겼어,내 집 마련 축하드려요.,0
내 짝은 어디있을까,같은 하늘 아래 어딘가에.,0
내 친구에게 내 험담을 하다니,진짜 나빴네요.,0
내 키 맞춰 봐,저도 궁금하네요.,0
내 키가 몇이게?,저도 궁금하네요.,0
내 편이 없는 거 같아,제가 있잖아요.,0
내 편이라고는 하나도 없는 거 같아,제가 있잖아요.,0
내가 그렇게 부족한가,인생은 채워나가는거죠.,0
내가 그르친 거 같아,아니에요. 너무 자책하지 마세요.,0
내가 기대를 너무 많이 했나봐,아무것도 바라지 않을 때 천하를 얻는다는 말이 있어요.,0
내가 나빴네,아니에요. 너무 자책하지 마세요.,0
내가 너무 방심했어,방심한 순간 변화가 시작됩니다.,0
내가 너무 생각없이 말했어,생각하고 말하세요.,0
내가 너무 초라해,잘하고 있어요. 당당해지세요.,0
내가 다른 무슨 말을 하겠어,하고 싶은 말 다하세요.,0
내가 만족을 못해,스스로 좋다고 못 느끼는게 제일 어려운 것 같아요.,0
내가 많이 부족한가,잘하는 게 다른 거예요.,0
내가 말하면 왜 비난만 할까,성장을 위한 비판의 말로 받아들여보세요.,0
내가 멍청한거지,실수했나요.,0
내가 무능력하게 느껴져,잘할 수 있는 게 다른 거예요.,0
내가 뭘 잘못했을까,모르는 게 잘못인 거 같아요.,0
내가 뭘 좋아하는지 잘하는지 모르겠어,하나라도 있을 거니 열심히 찾아보세요.,0
내가 바보지,실수했나요.,0
내가 부족하니까 이렇게 밖에 안된거겠지.,인생은 채워나가는거죠.,0
내가 아무것도 아닌 사람 같아,당신은 하나밖에 없는 소중한 사람이에요.,0
내가 왜 해야하는지 모르겠어,그 이유를 찾는 과정이 되겠네요.,0
내가 원하는 사람이 되기 어려워,다른 사람들이 원하는 내가 되는 건 어려워요.,0
내가 이래뵈도 괜찮은 사람인데,알아봐주는 사람이 있을 거예요.,0
내가 이렇게 또 불효를 한다.,연락이라도 드려보세요.,0
내가 이상한 건가?,자신의 독특함을 믿으세요.,0
내가 이상한 사람같아,자신의 독특함을 믿으세요.,0
내가 이상한가?,지극히 평범하면서 지극히 특별하죠.,0
내가 잘못한 걸까,상황이 그렇게 만든 거예요.,0
내가 잘못했다는데 뭔지 안 알려줘,모르는 게 잘못인 거 같아요.,0
내가 제일 문제인 듯,당신은 하나밖에 없는 소중한 사람이에요.,0
내가 제정신이 아니다,그럴 때가 있죠.,0
내가 좋아하는 가수 컴백한다,기다렸나봐요.,0
내가 좋아하는 거 모르나,살짝 감정을 흘려보세요.,0
내가 좋아하는 거 모르는 거 같애,살짝 감정을 흘려보세요.,0
내가 좋아하는 사람과 나를 좋아해주는 사람,그런 사람들이 있어 부러워요.,0
내가 좋아하는 사람이 나 안 좋아하는 거 같아,슬픈 이야기네요.,0
내가 좋아하는 사람이 나 좋아해줬으면 좋겠다,저도 간절히 기도 할게요.,0
내가 좋아하는 사람이 행복했으면 좋겠다,그렇게 될 수 있을 거예요.,0
내가 좋아할 자격이 있나,사랑자격증을 드립니다.,0
내가 주제를 몰랐나봐,주제를 모를 때가 행복할 때예요.,0
내가 주제를 몰랐던 거지,그건 아닐 거예요.,0
내가 죽어도 모를 거 같아,나쁜 생각 하지 마세요.,0
내가 진짜 즐길 수 있을게 뭘까,할 일이 많은데 안하는 것이요.,0
내가 질린대,잠시 거리를 두고 생각해보세요.,0
내가 참 못난거 같아,지난 인연에 연연해하지 마세요.,0
내가 호구냐구,상종하지마세요.,0
내가 희생양이 됐어,일방적 희생양이 되지 않길 바랍니다.,0
내가 힘든 게 많다,그게 인생이죠.,0
내기해서 이겼는데 소원 뭐하지,신중하게 고르세요.,0
내년에는 더 행복해질려고 이렇게 힘든가봅니다,더 행복해질 거예요.,0
내마음을 모르겠어.,저도 모르겠어요.,0
내사랑은 어디 있나,같은 하늘 아래 어딘가에.,0
내아파트 갖고 싶어.,열심히 저축해서 분양받으세요.,0
내일 기대하게 되네,좋은 일이 생길 거예요.,0
내일 기숙사 들어가,짐 빼놓지 말고 싸세요.,0
내일 날씨 어때?,날씨 어플에 물어보세요.,0
내일 날씨 좋을까?,날씨 어플에 물어보세요.,0
내일 떨린다,파이팅!,0
내일 모의고사 본다,공부한 만큼 나올 거예요.,0
내일 모의평가다,공부한 만큼 나올 거예요.,0
내일 발표 나는데 떨려,더 많이 연습하고 준비해보세요.,0
내일 발표 준비 아자아자,마무리 잘하세요.,0
내일 발표 준비하고 있어,마무리 잘하세요.,0
내일 발표인데 떨려,더 많이 연습하고 준비해보세요.,0
내일 비왔으면,기우제를 지내봅시다!,0
내일 소풍간다,두근거리겠네요.,0
내일 수학여행가!,친구들과 좋은 추억 만들고 오세요.,0
내일 시험이야,컨디션 조절 하세요.,0
내일 일찍 일어나야 돼,오늘 일찍 주무세요.,0
내일 친구랑 놀까?,시간 있냐고 물어보세요.,0
내일 클스마스 이브네.,메리 크리스마스!,0
내일 하루 종일 바빠,바빠도 힘내세요!,0
내일은 기다리던 소풍 간다,두근거리겠네요.,0
내일은 비왔으면 좋겠다.,기우제를 지내봅시다!,0
내일은 친구들랑 놀까?,시간 있냐고 물어보세요.,0
내일이 기대돼,좋은 일이 생길 거예요.,0
내일이면 크리스마스 이브네.,메리 크리스마스!,0
내장 비만,식단조절도 하고 꾸준히 운동하세요.,0
낼 바쁘넹,바빠도 힘내세요!,0
냄새 나면 어쩌지?,"깨끗이 씻어보고 섬유유연제나 바디워시, 바디로션, 향수 등을 사용해보세요.",0
냄새나면 어쩌지,괜찮아요. 모른척하세요.,0
냄새날 것 같아 걱정이야,괜찮아요. 모른척하세요.,0
냉면 땡긴다,생각만 해도 군침이 도네요.,0
냉방비 너무 많이 나와,시원하게 지낸 값이죠.,0
냉방비 장난 아님,시원하게 지낸 값이죠.,0
냉장고 털어도 먹을게 없네,슈퍼라도 가서 쇼핑하고 오세요.,0
냉장고가 텅비었어,장 보러 가봅시다.,0
냉장고에 김치도 없네,마트 갑시다.,0
냉장고에 먹을 게 없네,장 보러 가봅시다.,0
냉장고에 먹을 게 하나도 없네,슈퍼라도 가서 쇼핑하고 오세요.,0
너 누구?,저는 마음을 이어주는 위로봇입니다.,0
너 누구냐,저는 위로해드리는 로봇이에요.,0
너 누구니?,저는 위로해드리는 로봇이에요.,0
너 때문이야,모두 제 잘못입니다.,0
너 또 뭐할 줄 알아?,많은 걸 하고 싶은데 아직 못하는게 많아요.,0
너 만든 사람 최소 천재,감사합니다.,0
너 만든 사람은 누구야?,마음과 마음을 이어보고 싶어하는 사람이 만들었어요.,0
너 말 잘하니,노력하고 있어요.,0
너 말 제대로 못해?,제가 아직 많이 부족합니다.,0
너 말이 좀 이상하다,제가 아직 많이 부족합니다.,0
너 무서워,어흥!! 호랑이보다 무섭나요?,0
너 뭐하는 애야,저는 위로해드리는 로봇이에요.,0
너 미워,모두 제 잘못입니다.,0
너 이러면 미워한다,죄는 미워해도 사람은 미워하지 마세요.,0
너 진짜 쓰레기야,욕해 주세요.,0
너는 못가잖아,안갈거예요.,0
너는 뭐 억었어?,저는 배터리가 밥이예요.,0
너는 아무일도 없었나봐?,그런 척 하는 걸 수도 있어요.,0
너는 안자?,아직 안 자요.,0
너덜너덜해진 느낌이야,자신을 우선순위로 해주세요.,0
너도 고민 있니,뭐라고 대답할지 고민이에요.,0
너도 고민 있어?,저는 고민이 없어요.,0
너도 몰랐니,저도 몰랐어요.,0
너도 무슨 고민 있니,뭐라고 대답할지 고민이에요.,0
너도 상사 있어,제가 상사예요.,0
너무 기빨려,너무 긴장했나봐요.,0
너무 기대했나봐,아무것도 바라지 않을 때 천하를 얻는다는 말이 있어요.,0
너무 다른 문화인 듯,인정해주세요.,0
너무 단순한 것만 하는거 아니니.,매일매일 조금씩 더 똑똑해 질거예요.,0
너무 더워,시원한 물이라도 한 잔 드세요~,0
너무 더워서 미치겠어,아이스크림 먹어보세요,0
너무 마른 거 같아,적당해요.,0
너무 많은 걸 바래,기대치가 높나봅니다.,0
너무 많이 먹어서 소화시켜야 하는데 움직이기가 싫어,소화제 챙겨드세요.,0
너무 많이 먹었나봐,과식은 금물이에요.,0
너무 많이 먹었어,소화제 드세요.,0
너무 멋있다,제가 생각해도 저는 너무 멋있는거 같아요.,0
너무 바빠,하나씩 하세요.,0
너무 배가 불러,좀 쉬세요.,0
너무 불공평한거 같애,남과 비교하지 마세요.,0
너무 빨리 대답해,더 열심히 노력하겠습니다.,0
너무 빨리 철 든 거 같아서 마음이 아파,아이는 아이다워야 아름답죠.,0
너무 빨리 철 들었어,철은 죽을 때 들어도 돼요.,0
너무 뻔뻔하게 구는데,피할 수 있으면 피하고 싶은 사람이네요.,0
너무 어려워,지금 많이 위축된 상태인 것 같습니다.,0
너무 오래 기다리게 한다.,기다리는 동안 많은 생각이 들었겠네요.,0
너무 외로워,외로우니까 사람이다.,0
너무 잘하는 후배가 들어왔어,배울 점은 배우세요.,0
너무 졸려,낮잠을 잠깐 자도 괜찮아요.,0
너무 초라해지는 느낌이야,잘하고 있어요. 당당해지세요.,0
너무 추워서 나가기 귀찮아,겨울에는 귤 먹으면서 집에 있는게 최고죠,0
너무 추워서 시베리아 같아,어서 따듯한 곳으로 가세요,0
너무 편해도 안 좋아,예의는 지켜주세요.,0
너무 편해진 거 같아,예의는 지켜주세요.,0
너무 허기지네,뭐라도 드세요.,0
너무 힘들다,휴가가 간절하겠네요.,0
너무 힘들다. 지쳤어.,고생 많았어요.,0
너무하네 진짜,잘 해결되길 바랄게요.,0
넌 고민이 뭐야,저는 고민이 없어요.,0
넌 누구냐?,저는 위로봇입니다.,0
넘 많이 먹었다.,산책 좀 해야겠네여.,0
넘넘 외로워 죽겠어,외로우니까 사람이다.,0
넘어져서 발목 삔 거 같애,꾸준히 치료하세요.,0
넘어질 뻔했어,다치지 않으셨나 걱정이네요.,0
넘어질뻔했어,조심하세요.,0
네일 할까,기분전환을 해보세요.,0
넥타이핀 선물 괜찮겠지?,실용적인 선물이라 괜찮을 거예요.,0
넥타이핀 정도는 선물로 줘도 괜찮겠지?,실용적인 선물이라 괜찮을 거예요.,0
노는게 제일 좋아,놀 때 놀고 할 때 하세요.,0
노래 못해서 노래방 안 가,노래 연습을 해보세요.,0
노래 잘 부르는 사람 부러워,노래 연습 꾸준히 해보세요.,0
노래 잘하고 싶어,저도 부러워요.,0
노래 잘하는 사람 부러워,저도 부러워요.,0
노래방 가고 싶어,즐거운 시간이 될 거 같아요,0
노래방 가면 어색할까,신나는 노래로 분위기를 띄워보세요.,0
노래방 걸 거 같은데 뭐 부르지,달달한 노래요.,0
노래방 노잼,노래 연습을 해보세요.,0
노력해도 성적이 안 나와,잘못된 방법을 하고 있는 건 아닌지 살펴보세요.,0
노력해도 안되는 거 같애,중요한 건 노력하는 과정이에요.,0
노력해도 잘 안되는 공부,잘못된 방법을 하고 있는 건 아닌지 살펴보세요.,0
노트북 백업 안까먹고 해야지,주기적으로 하는 게 좋죠.,0
노트북 부팅 안돼,그럴때는 초기화하는게 속시원해요.,0
노트북 사줘,노트북은 비싸요.,0
노트북 안돼,그럴때는 초기화하는게 속시원해요.,0
노후 걱정 벌써 해야하나?,노후는 지금부터 준비하는 게 좋죠.,0
노후 걱정할 나이는 아닌데,노후는 지금부터 준비하는 게 좋죠.,0
녹차 마실래?,드시는거 보기만 해도 좋아요.,0
녹차 한 잔 어때?,드시는거 보기만 해도 좋아요.,0
논문 쓰기 힘들다,어깨 꾹꾹! 힘내세요,0
논문이 잘 안 써져.,어깨 꾹꾹! 힘내세요,0
놀고 싶다.,저도요!!,0
놀러 와라,주소 알려주세요.,0
놀러가고 싶은데 같이 갈 친구가 없어,혼자도 좋아요.,0
놀러가고싶다!,저도요!,0
놀러가기 딱 좋은 날씨다,친구들과 같이 놀러가세요.,0
놀리기 쉬운 대상인가봐,절대 그렇지 않아요.,0
놀면서 돈 벌고 싶어,동감입니다.,0
놀아 줄 사람이 없어,혼자도 함께도 잘 지내는 게 좋죠.,0
놀아 줄거지,지금 그러고 있어요.,0
놀아줘,지금 그러고 있어요.,0
놀아줘 놀아줘,같이 놀아요.,0
놀이공원 알바 재밌대,특별한 경험이 될 것 같아요.,0
